Cell,Parent,LineageName,Birth,Death,Type,Description,Unnamed: 7,Unnamed: 8
se,V3Lpapp,V3Lpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z1papappp,Z1papapp,Z1papappp,2840.0,,,,,
Z1papapaa,Z1papapa,Z1papapaa,2840.0,,,,,
se,V4Rpppp,V4Rppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,V5Rpppp,V5Rppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V5Lpppp,V5Lppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
Z4aappaa,Z4aappa,Z4aappaa,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z1ppaapp,Z1ppaap,Z1ppaapp,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
Z4aapapp,Z4aapap,Z4aapapp,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
vm2,Mvlpaapa,Mvlpaapap,2840.0,,muscle,Hermaphrodite vulval muscle.,,
gon herm sujn A,Z4apaaap,Z4apaaapd,2840.0,,repro,Anterior spermathecal-uterine junction.,,
Z1pappapa,Z1pappap,Z1pappapa,2840.0,,,,,
Z1papappa,Z1papapp,Z1papappa,2840.0,,,,,
se,V3Rpapp,V3Rpappp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
Z4aappap,Z4aappa,Z4aappap,2840.0,,,Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
hyp7,V3Rpppp,V3Rppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V3Rpppp,V3Rppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
se,V5Lpppp,V5Lppppp,2840.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V5Rpppp,V5Rppppa,2840.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm spth P,Z4apappp,Z4apapppd,2870.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4apappa,Z4apappav,2870.0,,repro,Posterior spermatheca.,,
Z1paappap,Z1paappa,Z1paappap,2870.0,,,,,
gon herm spth P,Z4apappp,Z4apapppv,2870.0,,repro,Posterior spermatheca.,,
gon herm spth A,Z1papaaa,Z1papaaav,2870.0,,repro,Anterior spermatheca.,,
gon herm sujn P,Z4apappa,Z4apappad,2870.0,,repro,Posterior spermathecal-uterine junction.,,
gon herm spth P,Z1papppp,Z1pappppd,2870.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z1papppp,Z1pappppv,2870.0,,repro,Posterior spermatheca.,,
Z1paappaa,Z1paappa,Z1paappaa,2870.0,,,,,
gon herm spth A,Z1papaap,Z1papaapv,2870.0,,repro,Anterior spermatheca.,,
gon herm sujn P,Z1papppa,Z1papppad,2870.0,,repro,Posterior spermathecal-uterine junction.,,
gon herm prsh A,Z1appaa,Z1appaaa,2870.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth P,Z1papppa,Z1papppav,2870.0,,repro,Posterior spermatheca.,,
gon herm prsh A,Z1appaa,Z1appaap,2870.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth A,Z1papaaa,Z1papaaad,2870.0,,repro,Anterior spermatheca.,,
Z1apppap,Z1apppa,Z1apppap,2870.0,,,,,
Z1apppaa,Z1apppa,Z1apppaa,2870.0,,,,,
gon herm prsh A,Z1paapaa,Z1paapaap,2870.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh A,Z1paapaa,Z1paapaaa,2870.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm sujn A,Z1papaap,Z1papaapd,2870.0,,repro,Anterior spermathecal-uterine junction.,,
posterior sheath,Z4appapp,Z4appappp,2882.0,,repro,,,
Z4paaapa,Z4paaap,Z4paaapa,2882.0,,,,,
posterior sheath,Z4appapp,Z4appappa,2882.0,,repro,,,
Z4appaapp,Z4appaap,Z4appaapp,2882.0,,,,,
Z4paaapp,Z4paaap,Z4paaapp,2882.0,,,,,
Z4appaapa,Z4appaap,Z4appaapa,2882.0,,,,,
posterior sheath,Z4appapa,Z4appapaa,2900.0,,repro,,,
gon herm spth P,Z4appaaa,Z4appaaap,2900.0,,repro,Posterior spermatheca.,,
gon herm vut,Z4aapppa,Z4aapppaa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
se,V6Rpppp,V6Rppppp,2900.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm spth P,Z4appaaa,Z4appaaaa,2900.0,,repro,Posterior spermatheca.,,
gon herm sujn A,Z1ppaaap,Z1ppaaapa,2900.0,,repro,Anterior spermathecal-uterine junction, part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
gon herm vut,Z1ppaapp,Z1ppaappa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaaaa,Z4aaaaaaa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm prsh P,Z4paapa,Z4paapaa,2900.0,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh P,Z4paapa,Z4paapap,2900.0,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm vut,Z4aappap,Z4aappapp,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm sujn P,Z4aapppa,Z4aapppap,2900.0,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm sujn P,Z4aapppp,Z4aappppp,2900.0,,repro,Posterior spermathecal-uterine junction. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
posterior sheath,Z4appapa,Z4appapap,2900.0,,repro,,,
gon herm vut,Z4aaaaap,Z4aaaaapp,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapa,Z4aapapaa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapp,Z1ppaappp,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aappaa,Z4aappaaa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapp,Z4aapappp,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aappaa,Z4aappaap,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z1paappp,Z1paapppa,2900.0,,repro,Anterior spermatheca.,,
gon herm vut,Z4aappap,Z4aappapa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm prsh A,Z1paapap,Z1paapapp,2900.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh A,Z1paapap,Z1paapapa,2900.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
hyp7,V6Lpppp,V6Lppppa,2900.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,V6Lpppp,V6Lppppp,2900.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V6Rpapp,V6Rpappa,2900.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,V6Rpppp,V6Rppppa,2900.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm prsh A,Z1appap,Z1appapa,2900.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm vut,Z4aapppp,Z4aappppa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm prsh P,Z4paapp,Z4paappa,2900.0,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm prsh P,Z4paapp,Z4paappp,2900.0,,epithelium,"Posterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm sujn A,Z1ppaaaa,Z1ppaaaaa,2900.0,,repro,Anterior spermathecal-uterine junction, part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.
se,V6Rpapp,V6Rpappp,2900.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm vut,Z4aaaaap,Z4aaaaapa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaaaa,Z1ppaaaap,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapa,Z1ppaapap,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aaaaaa,Z4aaaaaap,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaapa,Z1ppaapaa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z1ppaaap,Z1ppaaapp,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapp,Z4aapappa,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm vut,Z4aapapa,Z4aapapap,2900.0,,repro,Ventral uterus. Part of alternative lineage 5R, see Appendix 3 in the C. elegans book for the other alternative lineage 5L.,
gon herm spth A,Z1apppp,Z1appppp,2900.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppp,Z1appppa,2900.0,,repro,Anterior spermatheca.,,
gon herm prsh A,Z1appap,Z1appapp,2900.0,,epithelium,"Anterior epithelial sheath of proximal gonad arm, has muscle fibers.",,
gon herm spth A,Z1paappp,Z1paapppp,2900.0,,repro,Anterior spermatheca.,,
se,V6Lpapp,V6Lpappp,2900.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
hyp7,V6Lpapp,V6Lpappa,2900.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
se,H1Lapp,H1Lappp,2930.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm dut,Z1papapap,Z1papapapa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1papappa,Z1papappaa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaap,Z1pappaapp,2930.0,,repro,Dorsal uterus.,,
gon herm spth P,Z4paaaa,Z4paaaap,2930.0,,repro,Posterior spermatheca.,,
hyp7,H1Lapp,H1Lappa,2930.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
hyp7,H1Rapp,H1Rappa,2930.0,,hypoderm,Postembryonic large hypodermal syncytium.,,
gon herm dut,Z1papappa,Z1papappap,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaaa,Z1pappaaaa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1papappp,Z1papapppa,2930.0,,repro,Dorsal uterus.,,
gon herm sujn P,Z1pappapp,Z1pappappp,2930.0,,repro,Posterior spermathecal-uterine junction.,,
gon herm dut,Z1pappapp,Z1pappappa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaap,Z1pappaapa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1papappp,Z1papapppp,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1papapap,Z1papapapp,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappaaa,Z1pappaaap,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappapa,Z1pappapaa,2930.0,,repro,Dorsal uterus.,,
gon herm dut,Z1pappapa,Z1pappapap,2930.0,,repro,Dorsal uterus.,,
gon herm spth P,Z4paaaa,Z4paaaaa,2930.0,,repro,Posterior spermatheca.,,
se,H1Rapp,H1Rappp,2930.0,,hypoderm,"Adult seam hypodermal cell, remains separate from hypodermal syncytia, makes alae.",,
gon herm sujn A,Z1papapaa,Z1papapaaa,2930.0,,repro,Anterior spermathecal-uterine junction.,,
gon herm dut,Z1papapaa,Z1papapaap,2930.0,,repro,Dorsal uterus.,,
Z1paappaap,Z1paappaa,Z1paappaap,2960.0,,,,,
gon herm dut,Z4apaappa,Z4apaappap,2960.0,,repro,Dorsal uterus.,,
gon herm sujn P,Z4apapapp,Z4apapappp,2960.0,,repro,Posterior spermathecal-uterine junction.,,
gon herm spth A,Z1paappap,Z1paappapp,2960.0,,repro,Anterior spermatheca.,,
gon herm spth P,Z4appaapa,Z4appaapaa,2960.0,,repro,Posterior spermatheca.,,
gon herm spth A,Z1apppap,Z1apppapp,2960.0,,repro,Anterior spermatheca.,,
Z4paaapap,Z4paaapa,Z4paaapap,2960.0,,,,,
Z4appaappa,Z4appaapp,Z4appaappa,2960.0,,,,,
Z4appaappp,Z4appaapp,Z4appaappp,2960.0,,,,,
Z4paaappp,Z4paaapp,Z4paaappp,2960.0,,,,,
Z1paappaaa,Z1paappaa,Z1paappaaa,2960.0,,,,,
Z4appaapap,Z4appaapa,Z4appaapap,2960.0,,,,,
gon herm dut,Z4apapaaa,Z4apapaaap,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apapapa,Z4apapapaa,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apapapa,Z4apapapap,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apaappp,Z4apaapppp,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apapaap,Z4apapaapp,2960.0,,repro,Dorsal uterus.,,
Z1paappapa,Z1paappap,Z1paappapa,2960.0,,,,,
gon herm dut,Z4apaapap,Z4apaapapp,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apapaaa,Z4apapaaaa,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apaappa,Z4apaappaa,2960.0,,repro,Dorsal uterus.,,
gon herm spth P,Z4paaapa,Z4paaapaa,2960.0,,repro,Posterior spermatheca.,,
Z4paaappa,Z4paaapp,Z4paaappa,2960.0,,,,,
gon herm dut,Z4apaapap,Z4apaapapa,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apaapaa,Z4apaapaap,2960.0,,repro,Dorsal uterus.,,
gon herm sujn A,Z4apaapaa,Z4apaapaaa,2960.0,,repro,Anterior spermathecal-uterine junction.,,
Z1apppapa,Z1apppap,Z1apppapa,2960.0,,,,,
Z1apppaaa,Z1apppaa,Z1apppaaa,2960.0,,,,,
Z1apppaap,Z1apppaa,Z1apppaap,2960.0,,,,,
gon herm dut,Z4apapaap,Z4apapaapa,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apaappp,Z4apaapppa,2960.0,,repro,Dorsal uterus.,,
gon herm dut,Z4apapapp,Z4apapappa,2960.0,,repro,Dorsal uterus.,,
gon herm spth P,Z4appaappp,Z4appaapppa,2972.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaappp,Z4appaapppp,2972.0,,repro,Posterior spermatheca.,,
gon herm spth A,Z1paappaaa,Z1paappaaap,2990.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaaa,Z1paappaaaa,2990.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaaa,Z1apppaaaa,2990.0,,repro,Anterior spermatheca.,,
gon herm spth P,Z4appaapap,Z4appaapapp,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappa,Z4paaappaa,2990.0,,repro,Posterior spermatheca.,,
gon herm spth A,Z1apppaaa,Z1apppaaap,2990.0,,repro,Anterior spermatheca.,,
gon herm spth P,Z4paaappp,Z4paaapppp,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaapap,Z4appaapapa,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaapap,Z4paaapapa,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaappa,Z4appaappaa,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4appaappa,Z4appaappap,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappa,Z4paaappap,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaappp,Z4paaapppa,2990.0,,repro,Posterior spermatheca.,,
gon herm spth P,Z4paaapap,Z4paaapapp,2990.0,,repro,Posterior spermatheca.,,
gon herm spth A,Z1paappapa,Z1paappapaa,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppapa,Z1apppapaa,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaap,Z1paappaapp,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppapa,Z1apppapap,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappaap,Z1paappaapa,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaap,Z1apppaapp,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1paappapa,Z1paappapap,3020.0,,repro,Anterior spermatheca.,,
gon herm spth A,Z1apppaap,Z1apppaapa,3020.0,,repro,Anterior spermatheca.,,
P0,,P0,,,,The single-cell zygote.,,
